action step time popS popI popR
- 0 0.0 120 5 0
SIR 1 0.010351516814062888 119 6 0
SIR 2 1.2782957428441568 119 5 1
SIR 3 3.5330060885414634 118 6 1
SIR 4 4.137736998432482 118 5 2
SIR 5 4.306198598101836 117 6 2
SIR 6 4.622342432290211 117 5 3
SIR 7 5.146925273480919 116 6 3
SIR 8 5.7358424228277425 116 5 4
SIR 9 6.928620911677815 116 4 5
SIR 10 9.939357468426383 115 5 5
SIR 11 9.968037580653661 115 4 6
SIR 12 10.287734739822353 114 5 6
SIR 13 11.118960968803822 113 6 6
SIR 14 11.220532842418073 112 7 6
SIR 15 11.525475796013815 111 8 6
SIR 16 12.056784773345113 110 9 6
SIR 17 12.499406135979504 110 8 7
SIR 18 12.998315483029472 110 7 8
SIR 19 13.086029582019924 109 8 8
SIR 20 13.74227372796788 108 9 8
SIR 21 13.958261106157138 107 10 8
SIR 22 14.560022485187467 106 11 8
SIR 23 15.3315627796462 105 12 8
SIR 24 15.600112131547757 104 13 8
SIR 25 15.603603973830648 104 12 9
SIR 26 15.946305475648908 104 11 10
SIR 27 17.27661590263623 103 12 10
SIR 28 18.020049781837383 103 11 11
SIR 29 18.785188716722672 102 12 11
SIR 30 19.203672343422237 101 13 11
SIR 31 19.681347441291773 101 12 12
SIR 32 19.78566819683833 101 11 13
SIR 33 19.796185936782795 101 10 14
SIR 34 19.89987589330862 101 9 15
SIR 35 20.393788973997303 101 8 16
SIR 36 20.52731497946125 101 7 17
SIR 37 20.96355630717371 101 6 18
SIR 38 21.48703056716497 101 5 19
SIR 39 21.86167945559589 100 6 19
SIR 40 22.188032424157008 99 7 19
SIR 41 22.346419516748135 99 6 20
SIR 42 24.23945258179455 98 7 20
SIR 43 24.601861455912307 98 6 21
SIR 44 25.365874243892236 97 7 21
SIR 45 25.85417458652404 97 6 22
SIR 46 26.732296505742447 96 7 22
SIR 47 27.533536336426216 95 8 22
SIR 48 27.598007626083934 94 9 22
SIR 49 28.364355858659984 94 8 23
SIR 50 28.927056473767006 93 9 23
SIR 51 29.58925972835884 92 10 23
SIR 52 30.773687929184938 91 11 23
SIR 53 31.371678018125596 90 12 23
SIR 54 31.796845987439454 89 13 23
SIR 55 32.54574415309674 88 14 23
SIR 56 33.90248745218573 88 13 24
SIR 57 34.398208045019445 88 12 25
SIR 58 34.61433948106292 87 13 25
SIR 59 34.63146151781952 87 12 26
SIR 60 35.032881296642685 87 11 27
SIR 61 35.45266648721746 86 12 27
SIR 62 36.047976447605095 86 11 28
SIR 63 36.760031711803364 86 10 29
SIR 64 36.88570539964991 86 9 30
SIR 65 37.74073556738965 86 8 31
SIR 66 38.09132414277235 85 9 31
SIR 67 38.71716402287647 85 8 32
SIR 68 39.02365750290088 85 7 33
SIR 69 39.179133084769795 85 6 34
SIR 70 41.85846959029326 85 5 35
SIR 71 44.31679251586556 85 4 36
SIR 72 45.31177999289848 85 3 37
SIR 73 50.59942533697927 85 2 38
SIR 74 51.32811740547381 85 1 39
SIR 75 54.37222675984322 85 0 40
