action step time popS popI popR
- 0 0.0 145 5 0
SIR 1 1.5220053889156382 144 6 0
SIR 2 3.1179145391269762 144 5 1
SIR 3 3.4129128267407154 144 4 2
SIR 4 5.021311811697191 144 3 3
SIR 5 6.5644435306230715 143 4 3
SIR 6 7.320330683567179 142 5 3
SIR 7 9.191973330375905 141 6 3
SIR 8 9.518613652143138 141 5 4
SIR 9 9.964664175311427 140 6 4
SIR 10 10.532838088735135 139 7 4
SIR 11 12.510095416312781 138 8 4
SIR 12 13.615935218079915 138 7 5
SIR 13 13.698294116825592 138 6 6
SIR 14 13.771965154456758 138 5 7
SIR 15 14.767927759635132 137 6 7
SIR 16 14.904072543253918 136 7 7
SIR 17 14.90961333644929 136 6 8
SIR 18 15.126182890452469 135 7 8
SIR 19 15.296395439809404 134 8 8
SIR 20 16.096182565942495 134 7 9
SIR 21 16.247442655638466 134 6 10
SIR 22 18.419336728362367 133 7 10
SIR 23 19.949010513849597 133 6 11
SIR 24 20.221139535490455 133 5 12
SIR 25 20.376997597563253 132 6 12
SIR 26 21.07098185172889 131 7 12
SIR 27 22.29734041227254 131 6 13
SIR 28 22.715453651600814 130 7 13
SIR 29 24.562430843568965 129 8 13
SIR 30 25.723820927140633 128 9 13
SIR 31 26.715109289197734 127 10 13
SIR 32 26.809545274087704 127 9 14
SIR 33 27.658547772104274 126 10 14
SIR 34 28.04378185556617 125 11 14
SIR 35 28.333537018397365 124 12 14
SIR 36 29.161482726511657 123 13 14
SIR 37 29.167683008914295 123 12 15
SIR 38 29.230381207013732 123 11 16
SIR 39 29.585135517187997 123 10 17
SIR 40 29.73665783725192 123 9 18
SIR 41 29.83865758364215 123 8 19
SIR 42 31.79534481703275 122 9 19
SIR 43 31.887644293770126 121 10 19
SIR 44 31.95600756101019 121 9 20
SIR 45 32.32937987876018 121 8 21
SIR 46 32.44103521386973 120 9 21
SIR 47 33.63251427007068 119 10 21
SIR 48 33.898069781502954 119 9 22
SIR 49 33.95361172157699 118 10 22
SIR 50 34.019566295692556 117 11 22
SIR 51 34.185564901616246 117 10 23
SIR 52 34.26835791981057 116 11 23
SIR 53 34.93744927057808 115 12 23
SIR 54 35.994598945832784 114 13 23
SIR 55 36.21539351093716 113 14 23
SIR 56 37.07925037077818 112 15 23
