action step time popS popI popR
- 0 0.0 195 5 0
SIR 1 0.6120591487850013 194 6 0
SIR 2 0.6477824813319757 194 5 1
SIR 3 2.687110677373542 194 4 2
SIR 4 3.4390082740846126 194 3 3
SIR 5 4.001582073754237 193 4 3
SIR 6 5.127823797807767 192 5 3
SIR 7 6.511947629214112 192 4 4
SIR 8 6.729517918148133 191 5 4
SIR 9 7.519242817450829 191 4 5
SIR 10 9.108874869404593 190 5 5
SIR 11 9.32192480389952 189 6 5
SIR 12 9.895472749768153 188 7 5
SIR 13 10.747279174173507 188 6 6
SIR 14 10.974844343418976 188 5 7
SIR 15 14.239738611258549 188 4 8
SIR 16 15.513295441789568 187 5 8
SIR 17 16.082698220777896 186 6 8
SIR 18 16.427633759099496 186 5 9
SIR 19 16.52693231661427 185 6 9
SIR 20 16.904330316434912 184 7 9
SIR 21 17.27281880127219 184 6 10
SIR 22 18.669241657257587 183 7 10
SIR 23 18.902476590838027 182 8 10
SIR 24 19.58027649054658 181 9 10
SIR 25 20.11133430446598 181 8 11
SIR 26 20.904682966846803 180 9 11
SIR 27 21.439356954582486 180 8 12
SIR 28 21.787977822889143 180 7 13
SIR 29 22.428548650667498 179 8 13
SIR 30 22.5536613519012 179 7 14
SIR 31 22.605483129214218 179 6 15
SIR 32 22.728630931812084 178 7 15
SIR 33 23.334116361469444 177 8 15
SIR 34 23.477489571753438 177 7 16
SIR 35 23.855445632836577 177 6 17
SIR 36 25.081299328315314 177 5 18
SIR 37 26.579978521984895 177 4 19
SIR 38 30.837776881793673 177 3 20
SIR 39 30.918126254878604 176 4 20
SIR 40 31.13127117549788 175 5 20
SIR 41 31.824328581097475 174 6 20
SIR 42 31.921901456164235 173 7 20
SIR 43 31.935811271845566 173 6 21
SIR 44 32.50821880329646 173 5 22
SIR 45 33.177908298300906 173 4 23
SIR 46 33.89275166581352 172 5 23
SIR 47 34.42373273814694 171 6 23
SIR 48 34.61272491793599 170 7 23
SIR 49 34.73948956695728 169 8 23
SIR 50 35.12903746227294 169 7 24
SIR 51 35.77951079397449 169 6 25
SIR 52 37.57765389376014 169 5 26
SIR 53 37.778943089982974 169 4 27
SIR 54 38.44893004605017 168 5 27
SIR 55 38.706421583961806 167 6 27
SIR 56 40.33896016945123 166 7 27
SIR 57 41.06216313419839 165 8 27
SIR 58 41.13840061908801 165 7 28
SIR 59 42.504400825299214 164 8 28
SIR 60 42.89441693665686 164 7 29
SIR 61 44.24685881272414 163 8 29
SIR 62 44.26028790431074 162 9 29
SIR 63 44.53067779675064 161 10 29
SIR 64 45.33970557596547 160 11 29
SIR 65 45.5054689472592 159 12 29
SIR 66 45.96277823774628 158 13 29
SIR 67 46.06901048267848 157 14 29
SIR 68 46.18252092139399 157 13 30
SIR 69 46.42216833964103 156 14 30
SIR 70 46.50247698574025 155 15 30
SIR 71 47.40023378894346 154 16 30
SIR 72 47.54629225301522 153 17 30
SIR 73 47.639442905970625 152 18 30
SIR 74 47.68062712425581 152 17 31
SIR 75 48.129422413019185 152 16 32
SIR 76 48.17440637069891 152 15 33
SIR 77 48.22402366063753 151 16 33
SIR 78 48.27981220349187 150 17 33
SIR 79 48.51816055678285 150 16 34
SIR 80 48.634347123996484 149 17 34
SIR 81 48.83804248647561 149 16 35
SIR 82 48.84134004593078 148 17 35
SIR 83 48.85935121919705 148 16 36
SIR 84 49.19609610145813 147 17 36
SIR 85 49.35983753056189 147 16 37
SIR 86 49.386775942336186 146 17 37
SIR 87 49.399395083688475 146 16 38
SIR 88 49.61841555059288 145 17 38
SIR 89 49.6348194957919 145 16 39
SIR 90 50.00168447485982 144 17 39
SIR 91 50.10941964767504 143 18 39
SIR 92 50.27064678319476 142 19 39
SIR 93 50.33211295509884 142 18 40
SIR 94 50.694137669296985 142 17 41
SIR 95 50.779011717170555 141 18 41
SIR 96 51.39269001459474 141 17 42
SIR 97 51.67103921500894 140 18 42
SIR 98 51.90403656232325 139 19 42
SIR 99 52.123353981672274 139 18 43
SIR 100 52.46800099050751 139 17 44
SIR 101 52.47570426379799 138 18 44
SIR 102 52.722565431488945 138 17 45
SIR 103 52.869149944812875 138 16 46
SIR 104 53.185986627955955 137 17 46
SIR 105 53.294078252324645 137 16 47
SIR 106 53.566091924355696 136 17 47
SIR 107 53.65423528931835 135 18 47
SIR 108 53.84460945294067 134 19 47
SIR 109 53.91405236603188 134 18 48
SIR 110 54.00929625834417 133 19 48
SIR 111 54.02475991301671 133 18 49
SIR 112 54.28436412867217 133 17 50
SIR 113 54.30280146729744 133 16 51
SIR 114 54.362508722051004 132 17 51
SIR 115 54.90885629729819 131 18 51
SIR 116 55.31652892446516 130 19 51
SIR 117 55.92785296822502 129 20 51
SIR 118 56.2040445097944 128 21 51
SIR 119 56.215005834800536 127 22 51
SIR 120 56.277893863607346 127 21 52
SIR 121 56.47538524888554 126 22 52
SIR 122 56.75639098518632 125 23 52
SIR 123 57.27660327163533 124 24 52
SIR 124 57.66047210589002 124 23 53
SIR 125 57.74374468927062 124 22 54
SIR 126 57.934242935330985 123 23 54
SIR 127 58.03229425018021 122 24 54
SIR 128 58.13648141091131 121 25 54
SIR 129 58.32362223027257 121 24 55
SIR 130 58.39252346180783 121 23 56
SIR 131 58.67599219724806 120 24 56
SIR 132 58.710778458830035 120 23 57
SIR 133 58.776488010852894 120 22 58
SIR 134 58.897141847339036 120 21 59
SIR 135 59.12073818461995 120 20 60
SIR 136 59.210535855436994 119 21 60
SIR 137 59.21621500570955 119 20 61
SIR 138 59.28348822511587 119 19 62
SIR 139 59.37020421209261 119 18 63
SIR 140 59.54586765370532 118 19 63
SIR 141 59.5746441360863 117 20 63
SIR 142 59.647283590459466 116 21 63
SIR 143 59.733171313215365 115 22 63
SIR 144 59.91958539902899 114 23 63
SIR 145 60.46571745042468 114 22 64
SIR 146 60.662718660854395 114 21 65
SIR 147 61.11285104926424 114 20 66
SIR 148 61.51839345676686 114 19 67
SIR 149 61.53508610966097 113 20 67
SIR 150 61.783974951275916 113 19 68
SIR 151 62.33547249308518 112 20 68
SIR 152 62.35481406944391 112 19 69
SIR 153 62.39194207534784 112 18 70
SIR 154 62.43343003077379 111 19 70
SIR 155 62.81515031412571 110 20 70
SIR 156 63.118210125693366 110 19 71
SIR 157 63.14922625421443 110 18 72
SIR 158 63.3717091889571 110 17 73
SIR 159 64.4237007973908 110 16 74
SIR 160 64.65285806971032 109 17 74
SIR 161 64.85718566790405 109 16 75
SIR 162 64.91355853147282 108 17 75
SIR 163 64.93039177199113 108 16 76
SIR 164 65.34281023665577 107 17 76
SIR 165 65.47565535936664 106 18 76
SIR 166 65.79199729805188 105 19 76
SIR 167 65.82927416291481 104 20 76
SIR 168 65.96056180434518 103 21 76
SIR 169 66.35767550622143 102 22 76
SIR 170 66.64949944990046 102 21 77
SIR 171 66.85007238519991 102 20 78
SIR 172 67.52202495569344 102 19 79
SIR 173 67.9858636222875 102 18 80
SIR 174 68.43978596476745 101 19 80
SIR 175 68.56921230483299 101 18 81
SIR 176 69.15307026921508 100 19 81
SIR 177 69.16484024894376 100 18 82
SIR 178 69.73439568242497 100 17 83
SIR 179 69.99994503685507 99 18 83
SIR 180 70.5875669177141 99 17 84
SIR 181 70.70166291668961 99 16 85
SIR 182 70.90856102751268 99 15 86
SIR 183 71.08952385211857 98 16 86
SIR 184 71.34944362980507 97 17 86
SIR 185 72.28593542385383 96 18 86
SIR 186 72.39249448785436 96 17 87
SIR 187 72.48333122704925 95 18 87
SIR 188 72.59912019096096 95 17 88
SIR 189 72.69314256413413 94 18 88
SIR 190 72.74243301740151 93 19 88
SIR 191 73.02521810285769 92 20 88
SIR 192 73.10489894717284 91 21 88
SIR 193 73.2638596440806 91 20 89
SIR 194 73.66362362084861 91 19 90
SIR 195 74.02105445307797 91 18 91
SIR 196 74.02227333266906 91 17 92
SIR 197 74.4045268046742 90 18 92
SIR 198 74.93125489596414 89 19 92
SIR 199 75.5326240026606 88 20 92
SIR 200 75.53645812222777 87 21 92
SIR 201 75.8389044526783 87 20 93
SIR 202 76.79324333009326 87 19 94
SIR 203 76.80714730896425 87 18 95
SIR 204 77.2835767873428 87 17 96
SIR 205 77.48332505396733 86 18 96
SIR 206 77.92525315901818 85 19 96
SIR 207 78.21546118513633 85 18 97
SIR 208 78.79602456812222 85 17 98
SIR 209 78.83939427951344 85 16 99
SIR 210 80.26426156747063 85 15 100
SIR 211 80.44577555324678 85 14 101
SIR 212 80.83666518681993 85 13 102
SIR 213 81.4361157258891 85 12 103
SIR 214 81.52917902779026 84 13 103
SIR 215 81.72532323652018 83 14 103
SIR 216 81.75291588889561 82 15 103
SIR 217 81.77843008391754 82 14 104
SIR 218 82.69758766191542 82 13 105
SIR 219 83.44900513436643 81 14 105
SIR 220 83.46729958340079 81 13 106
SIR 221 83.88781187100584 81 12 107
SIR 222 84.14642961080406 80 13 107
SIR 223 84.2064836732613 79 14 107
SIR 224 84.40208399228575 79 13 108
SIR 225 84.6443476001084 78 14 108
SIR 226 84.98729587413894 77 15 108
SIR 227 85.60782170383747 76 16 108
SIR 228 85.65009334175153 75 17 108
SIR 229 85.95410249449426 74 18 108
SIR 230 86.29405846553047 74 17 109
SIR 231 86.45800569938564 73 18 109
SIR 232 86.64747064750412 73 17 110
SIR 233 87.84256969888857 72 18 110
SIR 234 88.02851144377551 71 19 110
SIR 235 88.03087501031158 70 20 110
SIR 236 88.51258532181409 69 21 110
SIR 237 88.55613490865599 69 20 111
SIR 238 88.85414736695537 69 19 112
SIR 239 88.93592214766994 69 18 113
SIR 240 89.37019522637921 69 17 114
SIR 241 89.45016845028155 68 18 114
SIR 242 89.86354149128155 68 17 115
SIR 243 89.87340355274466 67 18 115
SIR 244 90.39412119682382 67 17 116
SIR 245 90.62467941750624 67 16 117
SIR 246 90.63960573232609 67 15 118
SIR 247 90.8042329834549 67 14 119
SIR 248 91.49908759133785 67 13 120
SIR 249 92.29368536147359 67 12 121
SIR 250 93.07155301435078 67 11 122
SIR 251 93.27344296499088 66 12 122
SIR 252 94.3707205430282 66 11 123
SIR 253 96.21426522276609 65 12 123
SIR 254 96.57016743622542 65 11 124
SIR 255 96.74211478637709 65 10 125
SIR 256 97.50288413524497 64 11 125
SIR 257 97.98899862132247 63 12 125
SIR 258 98.17007135926156 63 11 126
SIR 259 98.96325183135929 63 10 127
SIR 260 101.14471941216533 63 9 128
SIR 261 101.69755319018692 63 8 129
SIR 262 102.43241436557429 62 9 129
SIR 263 102.68378740433621 62 8 130
SIR 264 103.42771137981427 62 7 131
SIR 265 104.07268405990135 62 6 132
SIR 266 104.10096382254943 62 5 133
SIR 267 104.19238532856187 61 6 133
SIR 268 104.35122470263492 60 7 133
SIR 269 104.63589931780837 59 8 133
SIR 270 104.75413734388826 58 9 133
SIR 271 105.46083768317962 57 10 133
SIR 272 105.64422871358589 57 9 134
SIR 273 105.82139343833842 57 8 135
SIR 274 106.39140047628459 57 7 136
SIR 275 106.55306899920288 57 6 137
SIR 276 109.00574946648901 57 5 138
SIR 277 109.22430499838245 56 6 138
SIR 278 109.33297021172474 56 5 139
SIR 279 114.38061186641795 56 4 140
SIR 280 117.48298491449181 55 5 140
SIR 281 119.48841523161045 55 4 141
SIR 282 120.0402919444351 55 3 142
