action step time popS popI popR
- 0 0.0 170 5 0
SIR 1 0.3338788476753357 169 6 0
SIR 2 2.689116913603682 168 7 0
SIR 3 2.8985893459677174 168 6 1
SIR 4 6.380899351572888 167 7 1
SIR 5 6.7288907287407715 166 8 1
SIR 6 7.832642309780233 165 9 1
SIR 7 7.94760805999949 164 10 1
SIR 8 8.037924307751304 163 11 1
SIR 9 8.441028597770645 162 12 1
SIR 10 8.572829428621558 162 11 2
SIR 11 8.677667911302331 162 10 3
SIR 12 8.77126645921213 161 11 3
SIR 13 9.10916660820605 161 10 4
SIR 14 9.449984211542024 160 11 4
SIR 15 10.617092231712729 159 12 4
SIR 16 11.05996903499091 158 13 4
SIR 17 11.426345023375694 157 14 4
SIR 18 11.497283114922448 156 15 4
SIR 19 11.555550304340073 155 16 4
SIR 20 11.937755895892078 155 15 5
SIR 21 11.988676317296123 154 16 5
SIR 22 12.545235805936786 153 17 5
SIR 23 12.562212932517223 152 18 5
SIR 24 12.583986499303142 151 19 5
SIR 25 12.67721106975281 151 18 6
SIR 26 12.720238128439135 151 17 7
SIR 27 12.995320188016017 150 18 7
SIR 28 13.277892057660008 150 17 8
SIR 29 13.7378965187689 149 18 8
SIR 30 15.086522669725476 148 19 8
SIR 31 15.398693549528161 147 20 8
SIR 32 15.519142976995314 146 21 8
SIR 33 15.747546250018129 146 20 9
SIR 34 16.322047062025426 145 21 9
SIR 35 16.475874396815808 144 22 9
SIR 36 17.184348875971807 143 23 9
SIR 37 17.221079042769787 142 24 9
SIR 38 17.272704595978556 142 23 10
SIR 39 17.34950708919215 142 22 11
SIR 40 17.38229591877174 141 23 11
SIR 41 17.457432946506 140 24 11
SIR 42 17.590061220284987 140 23 12
SIR 43 17.61748041912873 139 24 12
SIR 44 17.790878656618194 138 25 12
SIR 45 17.811880332158935 137 26 12
SIR 46 17.958413979630162 136 27 12
SIR 47 18.126869720071728 135 28 12
SIR 48 18.24853448751397 134 29 12
SIR 49 18.304378659725984 134 28 13
SIR 50 18.414579701235496 134 27 14
SIR 51 18.46387128369045 133 28 14
SIR 52 18.730469083861106 133 27 15
SIR 53 18.738610875523552 133 26 16
SIR 54 19.028086832402984 132 27 16
SIR 55 19.12996980793365 131 28 16
SIR 56 19.240214646536515 130 29 16
SIR 57 19.36679432698228 129 30 16
SIR 58 19.523620750966995 129 29 17
SIR 59 19.5271016714453 129 28 18
SIR 60 19.649822180355994 128 29 18
SIR 61 19.719863797334803 127 30 18
SIR 62 20.11849869611828 126 31 18
SIR 63 20.343001433576323 126 30 19
SIR 64 20.492289274620816 125 31 19
SIR 65 20.579173388756676 124 32 19
SIR 66 20.604790948866654 124 31 20
SIR 67 20.70830314854988 123 32 20
SIR 68 20.74188373142074 123 31 21
SIR 69 20.97487318474869 122 32 21
SIR 70 21.115551885965736 121 33 21
SIR 71 21.228816223291975 120 34 21
SIR 72 21.389099468442474 119 35 21
SIR 73 21.5238240621541 118 36 21
SIR 74 21.642356155736667 117 37 21
SIR 75 21.68562486401341 117 36 22
SIR 76 21.79529132353082 116 37 22
SIR 77 21.985279070722168 115 38 22
SIR 78 22.10744995680836 115 37 23
SIR 79 22.172206841825524 114 38 23
SIR 80 22.39942666327169 113 39 23
SIR 81 22.432639398790627 112 40 23
SIR 82 22.47702493105041 112 39 24
SIR 83 22.499545476879568 112 38 25
SIR 84 22.503445292166628 111 39 25
SIR 85 22.957094323776285 110 40 25
SIR 86 22.979881521843026 110 39 26
SIR 87 23.161855088739063 110 38 27
SIR 88 23.281696021511536 110 37 28
SIR 89 23.355328308955713 109 38 28
SIR 90 23.512275273252943 109 37 29
SIR 91 23.545954894395777 108 38 29
SIR 92 23.69794870923611 108 37 30
SIR 93 23.70959515646263 107 38 30
SIR 94 24.199378681440923 107 37 31
SIR 95 24.39952399024185 107 36 32
SIR 96 24.443448782485085 107 35 33
SIR 97 24.613000153131825 107 34 34
SIR 98 24.675446519803366 106 35 34
SIR 99 24.968647285045705 106 34 35
SIR 100 25.002189857790345 105 35 35
SIR 101 25.031639856851072 105 34 36
SIR 102 25.20275099037082 104 35 36
SIR 103 25.60459379039158 103 36 36
SIR 104 25.62772594765835 103 35 37
SIR 105 25.64258200949405 102 36 37
SIR 106 25.870341746921817 101 37 37
SIR 107 25.88270535344277 100 38 37
SIR 108 25.905495545534002 100 37 38
SIR 109 25.910832243248368 99 38 38
SIR 110 26.072271865584895 99 37 39
SIR 111 26.095611209521344 98 38 39
SIR 112 26.597828454887985 97 39 39
SIR 113 26.612808857727106 96 40 39
SIR 114 26.73834652690265 96 39 40
SIR 115 27.376914141903644 95 40 40
SIR 116 27.38305647520695 95 39 41
SIR 117 27.388596821883716 95 38 42
SIR 118 27.396533748133898 95 37 43
SIR 119 27.43191996230451 94 38 43
SIR 120 27.7809829293579 94 37 44
SIR 121 27.917442632839357 93 38 44
SIR 122 27.96252945774712 92 39 44
SIR 123 28.14630469685636 91 40 44
SIR 124 28.164066584012172 90 41 44
SIR 125 28.31622575351828 90 40 45
SIR 126 28.575886082833755 90 39 46
SIR 127 28.678186566373267 89 40 46
SIR 128 28.71696688584925 88 41 46
SIR 129 28.736922450480066 88 40 47
SIR 130 28.753027009093547 88 39 48
SIR 131 28.777152628800373 88 38 49
SIR 132 28.778572868525977 87 39 49
SIR 133 28.888666778472228 87 38 50
SIR 134 29.058184237573876 87 37 51
SIR 135 29.06828658635484 87 36 52
SIR 136 29.117747133959224 87 35 53
SIR 137 29.589689039724895 87 34 54
SIR 138 29.81136059358152 87 33 55
SIR 139 30.07054791013364 86 34 55
SIR 140 30.164852594745827 86 33 56
SIR 141 30.801986546977265 85 34 56
SIR 142 30.81974376038391 85 33 57
SIR 143 30.833850037200623 85 32 58
SIR 144 30.868959529764922 84 33 58
SIR 145 31.378623788548182 83 34 58
