action step time popS popI popR
- 0 0.0 145 5 0
SIR 1 0.5312335704105644 144 6 0
SIR 2 1.0036068677120484 143 7 0
SIR 3 1.5588068668691988 143 6 1
SIR 4 3.612830702594399 143 5 2
SIR 5 5.677104010721951 143 4 3
SIR 6 6.026344029407847 143 3 4
SIR 7 6.890178944189448 142 4 4
SIR 8 7.170305499799753 142 3 5
SIR 9 7.44546764622094 141 4 5
SIR 10 8.024062919610584 140 5 5
SIR 11 8.585796742233226 139 6 5
SIR 12 9.578496361450908 138 7 5
SIR 13 9.839819475118539 137 8 5
SIR 14 10.950229818516464 137 7 6
SIR 15 11.419613937205732 137 6 7
SIR 16 11.614915788806131 137 5 8
SIR 17 11.777414861803317 137 4 9
SIR 18 14.170161673720173 136 5 9
SIR 19 15.275903687596461 135 6 9
SIR 20 16.283949604446054 135 5 10
SIR 21 16.657110780192564 134 6 10
SIR 22 17.097742228005707 134 5 11
SIR 23 17.422746154741628 134 4 12
SIR 24 17.915317142215827 133 5 12
SIR 25 18.56387729245389 133 4 13
SIR 26 18.772349848452027 132 5 13
SIR 27 18.795200559058962 132 4 14
SIR 28 19.9444499644926 132 3 15
SIR 29 20.211212450550704 132 2 16
SIR 30 22.109422066269914 131 3 16
SIR 31 23.877842468387545 130 4 16
SIR 32 24.171438042717906 130 3 17
SIR 33 24.268208887594447 130 2 18
SIR 34 26.576001931341096 130 1 19
SIR 35 30.46991192603027 130 0 20
