action step time popS popI popR
- 0 0.0 95 5 0
SIR 1 1.5850472090640229 94 6 0
SIR 2 2.8495854221157497 93 7 0
SIR 3 4.49632311284205 93 6 1
SIR 4 5.093790047554308 93 5 2
SIR 5 9.1851926691495 92 6 2
SIR 6 9.680141326174546 92 5 3
SIR 7 9.750764541500809 92 4 4
SIR 8 10.182524431473556 91 5 4
SIR 9 10.243798021643743 91 4 5
SIR 10 11.03783716570516 91 3 6
SIR 11 11.843778001790023 90 4 6
SIR 12 14.096556460631813 90 3 7
SIR 13 14.912599123402034 90 2 8
SIR 14 16.086231871267557 89 3 8
SIR 15 19.78810293513501 88 4 8
SIR 16 20.256494945327745 87 5 8
SIR 17 21.823409480403182 87 4 9
SIR 18 21.973653755797223 87 3 10
SIR 19 23.790023926855923 86 4 10
SIR 20 24.820388987413434 85 5 10
SIR 21 25.443400395081813 84 6 10
SIR 22 25.6424248393351 83 7 10
SIR 23 26.656416637429455 82 8 10
SIR 24 27.174077770257167 82 7 11
SIR 25 28.37788229935583 82 6 12
SIR 26 28.390114818209604 82 5 13
SIR 27 30.18132231555925 82 4 14
SIR 28 32.17121640352267 82 3 15
SIR 29 32.60280972489105 82 2 16
SIR 30 43.09196280182788 81 3 16
SIR 31 48.08166208122612 81 2 17
SIR 32 50.77426965156207 81 1 18
SIR 33 59.58026283012434 81 0 19
