action step time popS popI popR
- 0 0.0 170 5 0
SIR 1 1.6334020360727373 169 6 0
SIR 2 2.955614472724066 168 7 0
SIR 3 4.8368395028642714 167 8 0
SIR 4 4.9111711280241375 167 7 1
SIR 5 5.131532215034641 166 8 1
SIR 6 5.28040235177713 165 9 1
SIR 7 5.4909927177178695 164 10 1
SIR 8 6.602399398134833 163 11 1
SIR 9 6.99538343689782 162 12 1
SIR 10 8.251464219971636 162 11 2
SIR 11 8.489664818160191 161 12 2
SIR 12 8.914240896006845 161 11 3
SIR 13 8.95624589128612 160 12 3
SIR 14 9.157431241070961 159 13 3
SIR 15 9.254994781955935 158 14 3
SIR 16 9.434177164867366 157 15 3
SIR 17 9.479326863454505 157 14 4
SIR 18 9.645935865072282 156 15 4
SIR 19 10.49116949173989 156 14 5
SIR 20 10.761528336458317 155 15 5
SIR 21 11.222165811293637 154 16 5
SIR 22 11.336760558083753 153 17 5
SIR 23 11.596770170651483 153 16 6
SIR 24 11.664506608681302 152 17 6
SIR 25 11.84970055060636 152 16 7
SIR 26 11.859455195414244 152 15 8
SIR 27 12.095411941949003 151 16 8
SIR 28 12.135216390992777 150 17 8
SIR 29 12.305123021070129 149 18 8
SIR 30 12.353526849269901 149 17 9
SIR 31 12.525069884515911 148 18 9
SIR 32 12.962213219907865 148 17 10
SIR 33 13.20737242643482 147 18 10
SIR 34 13.248721411481313 146 19 10
SIR 35 13.443835232264068 145 20 10
SIR 36 13.460679575902045 144 21 10
SIR 37 13.604744868089366 143 22 10
SIR 38 13.810041191847274 142 23 10
SIR 39 13.955531159838577 142 22 11
SIR 40 14.663216626412021 141 23 11
SIR 41 14.756500382918713 141 22 12
SIR 42 15.102904182432217 141 21 13
SIR 43 15.627755371834327 140 22 13
SIR 44 15.83283125650088 140 21 14
SIR 45 15.863121086562934 139 22 14
SIR 46 16.10121410026988 139 21 15
SIR 47 16.2958249840129 138 22 15
SIR 48 16.378253154585597 137 23 15
SIR 49 16.58528755999984 137 22 16
SIR 50 16.60030192914202 136 23 16
SIR 51 16.631292492182034 135 24 16
SIR 52 16.811032911955007 134 25 16
SIR 53 16.87617600237455 133 26 16
SIR 54 17.260821649253245 132 27 16
SIR 55 17.45389031809852 132 26 17
SIR 56 17.518652895698047 132 25 18
SIR 57 17.567983708061252 132 24 19
SIR 58 17.72083148643618 132 23 20
SIR 59 17.993437968992286 132 22 21
SIR 60 18.222222385661144 131 23 21
SIR 61 18.433456129532786 130 24 21
SIR 62 18.660062322411054 129 25 21
SIR 63 18.92528444770296 128 26 21
SIR 64 19.037867476556414 127 27 21
SIR 65 19.192110262418396 127 26 22
SIR 66 19.34615513312419 127 25 23
SIR 67 19.438230375584492 127 24 24
SIR 68 19.593307302688345 126 25 24
SIR 69 19.66856804185689 126 24 25
SIR 70 19.90670699959711 126 23 26
SIR 71 20.13132142473274 125 24 26
SIR 72 20.604342812991113 124 25 26
SIR 73 20.969523548981005 124 24 27
SIR 74 21.10559189494783 123 25 27
SIR 75 21.22728742011366 122 26 27
SIR 76 21.27116677559646 121 27 27
SIR 77 21.368079857068647 120 28 27
SIR 78 21.375455485168924 119 29 27
SIR 79 21.565704188904412 119 28 28
SIR 80 21.761867577117158 119 27 29
SIR 81 21.774641615215067 119 26 30
SIR 82 21.80204646506094 119 25 31
SIR 83 21.83464811381402 119 24 32
SIR 84 22.044948132884723 119 23 33
SIR 85 22.102170882230034 119 22 34
SIR 86 22.889970370098226 119 21 35
SIR 87 22.920879327945897 118 22 35
SIR 88 23.31030040384163 117 23 35
SIR 89 23.440605847391403 117 22 36
SIR 90 23.672065367345976 117 21 37
SIR 91 23.854445082443434 116 22 37
SIR 92 23.887984717945507 116 21 38
SIR 93 24.07941640375192 115 22 38
SIR 94 24.368399992252456 115 21 39
SIR 95 24.632651640839338 115 20 40
SIR 96 24.676265075507146 114 21 40
SIR 97 24.68250478898693 113 22 40
SIR 98 24.938202890505647 113 21 41
SIR 99 25.28022209143579 113 20 42
SIR 100 25.493337473701605 112 21 42
SIR 101 26.00494007993823 112 20 43
SIR 102 26.14196588567705 111 21 43
SIR 103 26.65570774827667 111 20 44
SIR 104 26.68575390418787 111 19 45
SIR 105 26.93359337513764 110 20 45
SIR 106 27.092283789724892 109 21 45
SIR 107 27.113179718822515 108 22 45
SIR 108 27.236189124200823 108 21 46
SIR 109 27.373448713178746 107 22 46
SIR 110 27.542124064009975 107 21 47
SIR 111 27.66951202029232 106 22 47
SIR 112 27.870593645369425 106 21 48
SIR 113 28.0660198222579 106 20 49
SIR 114 28.57008422715541 105 21 49
SIR 115 28.636527507955417 104 22 49
SIR 116 28.8408295063233 104 21 50
SIR 117 28.86000934557835 103 22 50
SIR 118 28.865978598402375 103 21 51
SIR 119 28.875023837129074 103 20 52
SIR 120 28.876651203636232 102 21 52
SIR 121 29.094014336424497 101 22 52
SIR 122 29.412016438816533 100 23 52
SIR 123 29.843007115053837 99 24 52
SIR 124 29.96480984484292 98 25 52
SIR 125 30.11013974678539 97 26 52
SIR 126 30.657979226432236 97 25 53
SIR 127 30.88827706052954 97 24 54
SIR 128 31.201382526576804 96 25 54
SIR 129 31.412698394177195 96 24 55
SIR 130 31.632161692422756 96 23 56
SIR 131 31.99727045418862 96 22 57
SIR 132 32.04611260405923 96 21 58
SIR 133 32.36822353139743 96 20 59
SIR 134 32.42074074687579 96 19 60
SIR 135 32.75542195842881 96 18 61
SIR 136 32.85845113691566 96 17 62
SIR 137 33.337996714869455 95 18 62
SIR 138 33.38238402590392 95 17 63
SIR 139 33.50939050706471 95 16 64
SIR 140 33.55970456332289 94 17 64
SIR 141 33.62908836941407 93 18 64
SIR 142 33.66965157141285 93 17 65
SIR 143 34.45733085108978 92 18 65
SIR 144 34.84961917490601 91 19 65
SIR 145 35.412976484283156 91 18 66
SIR 146 35.670302304571024 90 19 66
SIR 147 35.99133385158422 89 20 66
SIR 148 36.31043952602914 89 19 67
SIR 149 36.32702252735612 88 20 67
SIR 150 36.33989170775372 88 19 68
SIR 151 36.40045530408304 87 20 68
SIR 152 36.83990427312626 86 21 68
SIR 153 36.92384058056809 85 22 68
SIR 154 37.86260711987769 84 23 68
SIR 155 38.27810466428253 83 24 68
SIR 156 38.327687399839775 83 23 69
SIR 157 38.81562641849715 83 22 70
SIR 158 38.85220416030254 83 21 71
SIR 159 38.8964974545104 82 22 71
SIR 160 41.032360384565614 81 23 71
SIR 161 41.27168293407756 81 22 72
SIR 162 42.28176912466157 81 21 73
SIR 163 42.30060317867339 80 22 73
SIR 164 43.06499905157848 80 21 74
SIR 165 43.591072797289705 79 22 74
SIR 166 44.168336108293545 79 21 75
SIR 167 44.57249923178224 78 22 75
SIR 168 44.58934201049582 78 21 76
SIR 169 44.80462274796651 78 20 77
SIR 170 45.179727886350804 78 19 78
SIR 171 45.76538355172915 78 18 79
SIR 172 45.78049577682983 77 19 79
SIR 173 45.86223333476418 76 20 79
SIR 174 46.31470272008947 76 19 80
SIR 175 46.52179608908239 75 20 80
SIR 176 46.534593848016044 75 19 81
SIR 177 46.75747692660371 75 18 82
SIR 178 46.8648152366199 75 17 83
SIR 179 47.16644578128628 74 18 83
SIR 180 47.354974324717844 74 17 84
SIR 181 47.53169760957679 73 18 84
SIR 182 47.806093842089524 72 19 84
SIR 183 47.94033976648627 71 20 84
SIR 184 47.9809398354107 71 19 85
