action step time popS popI popR
- 0 0.0 145 5 0
SIR 1 0.3203940035388664 144 6 0
SIR 2 0.5939404169612992 144 5 1
SIR 3 0.7813973232609355 144 4 2
SIR 4 1.954288986228374 144 3 3
SIR 5 4.387020320728677 144 2 4
SIR 6 4.7933355325030576 143 3 4
SIR 7 5.756977526092069 143 2 5
SIR 8 7.097143023660141 142 3 5
SIR 9 8.692901698605088 141 4 5
SIR 10 8.958707404720506 140 5 5
SIR 11 9.604390715725163 139 6 5
SIR 12 9.856164563521483 139 5 6
SIR 13 12.556580608615764 138 6 6
SIR 14 13.192514071549144 138 5 7
SIR 15 13.352359411027079 137 6 7
SIR 16 14.125525970280636 136 7 7
SIR 17 14.91755594273639 135 8 7
SIR 18 15.073546232352514 135 7 8
SIR 19 15.105388293491808 134 8 8
SIR 20 15.175645870459613 134 7 9
SIR 21 15.746694524896208 134 6 10
SIR 22 16.178262306828962 134 5 11
SIR 23 17.844114451483275 133 6 11
SIR 24 18.46768275024745 133 5 12
SIR 25 19.37149641959021 133 4 13
SIR 26 20.5583659215086 133 3 14
SIR 27 21.1010195968196 132 4 14
SIR 28 22.027551379881434 131 5 14
SIR 29 24.0983517743974 130 6 14
SIR 30 24.264090082973574 129 7 14
SIR 31 24.308222748969584 129 6 15
SIR 32 27.270183437653277 128 7 15
SIR 33 27.283354369965373 127 8 15
SIR 34 27.295474506193944 126 9 15
SIR 35 27.445574794109127 126 8 16
SIR 36 27.696808283936523 125 9 16
SIR 37 27.947800394352146 125 8 17
SIR 38 28.389981821442095 125 7 18
SIR 39 29.50473316258021 124 8 18
SIR 40 29.976289302754775 124 7 19
SIR 41 30.536244987760007 124 6 20
SIR 42 31.692179904843904 123 7 20
SIR 43 32.80579351033919 122 8 20
SIR 44 33.01966639827853 122 7 21
SIR 45 33.03320284913767 121 8 21
SIR 46 34.44854713006871 120 9 21
SIR 47 34.67843492680764 119 10 21
SIR 48 35.01691368049494 119 9 22
SIR 49 35.477068921247614 118 10 22
SIR 50 35.64700449140992 117 11 22
SIR 51 36.43442704516187 116 12 22
SIR 52 37.1264390054452 116 11 23
SIR 53 37.219450774301926 116 10 24
SIR 54 37.63455889837789 116 9 25
SIR 55 38.63678515146719 115 10 25
SIR 56 38.73471347324767 115 9 26
SIR 57 39.29559995141008 115 8 27
SIR 58 39.67044865272509 115 7 28
SIR 59 39.83963414829613 114 8 28
SIR 60 41.80475135670532 113 9 28
SIR 61 42.2904923478761 112 10 28
SIR 62 43.482736595944914 111 11 28
SIR 63 43.89747234879182 110 12 28
SIR 64 44.54350601757986 109 13 28
SIR 65 44.8173006846989 109 12 29
SIR 66 44.866110424962116 108 13 29
SIR 67 45.312472937361896 107 14 29
SIR 68 45.319660614021856 107 13 30
SIR 69 45.95243199180646 106 14 30
SIR 70 46.566156776851976 106 13 31
SIR 71 46.98538957503486 106 12 32
SIR 72 47.784453929144455 105 13 32
SIR 73 48.29117500489724 104 14 32
SIR 74 48.79937822572409 103 15 32
SIR 75 48.80829954689361 102 16 32
SIR 76 48.97585896849769 101 17 32
SIR 77 49.03338430470156 101 16 33
SIR 78 49.106406489946856 100 17 33
SIR 79 49.46182066374312 100 16 34
SIR 80 49.62754547578333 100 15 35
SIR 81 49.83189723016855 100 14 36
SIR 82 50.133783273602035 99 15 36
SIR 83 50.187006909162264 98 16 36
SIR 84 50.2796996952385 98 15 37
SIR 85 50.78727393883101 97 16 37
SIR 86 50.9709671127559 96 17 37
SIR 87 51.026944729111854 96 16 38
SIR 88 51.27870335810635 96 15 39
SIR 89 51.46549019918143 96 14 40
SIR 90 51.82144154200567 95 15 40
SIR 91 52.42053394464377 94 16 40
SIR 92 52.52959029606303 93 17 40
SIR 93 53.24189391632135 93 16 41
SIR 94 53.65351887182863 93 15 42
SIR 95 53.76305650880437 92 16 42
SIR 96 54.12246852562514 92 15 43
SIR 97 54.143826235613425 92 14 44
SIR 98 54.22935546279805 92 13 45
SIR 99 54.31850208649052 91 14 45
SIR 100 54.358273312608794 91 13 46
SIR 101 54.55872505571202 91 12 47
SIR 102 54.982361421917425 91 11 48
SIR 103 55.00613775334469 90 12 48
SIR 104 55.32028357145259 90 11 49
SIR 105 55.87796775470003 90 10 50
SIR 106 56.097824582821126 89 11 50
SIR 107 56.172015824293354 89 10 51
SIR 108 56.372379705250296 88 11 51
SIR 109 56.84266625342337 88 10 52
SIR 110 57.54655833203094 88 9 53
SIR 111 58.891050159739095 88 8 54
SIR 112 60.0113057408263 87 9 54
SIR 113 60.60649887318941 86 10 54
SIR 114 61.52611813138281 85 11 54
SIR 115 63.62426961269197 85 10 55
SIR 116 63.829508015167306 85 9 56
SIR 117 64.75096318884445 84 10 56
SIR 118 65.13983622081135 84 9 57
SIR 119 65.4842697480873 83 10 57
SIR 120 65.5174659791283 82 11 57
SIR 121 67.60608375336209 81 12 57
SIR 122 68.59791891151126 80 13 57
SIR 123 68.77650942513344 80 12 58
SIR 124 69.0145044616454 79 13 58
SIR 125 69.88302620998753 78 14 58
SIR 126 70.01750119218671 78 13 59
SIR 127 70.06966005847175 77 14 59
SIR 128 70.08365073686595 77 13 60
SIR 129 70.20098547880824 76 14 60
SIR 130 70.29937415370033 75 15 60
SIR 131 70.43403796334213 75 14 61
SIR 132 71.30007990052167 74 15 61
SIR 133 71.48223424415073 74 14 62
SIR 134 72.06725530289118 73 15 62
SIR 135 72.2804058249191 72 16 62
SIR 136 72.60486672588998 72 15 63
SIR 137 73.96152539523557 72 14 64
SIR 138 74.7509321057884 71 15 64
SIR 139 74.95787165988592 71 14 65
SIR 140 75.17864388384838 71 13 66
SIR 141 75.25158923965127 71 12 67
SIR 142 75.74474267788295 70 13 67
SIR 143 75.95459866915755 70 12 68
SIR 144 76.68071772192997 70 11 69
SIR 145 77.20074445165075 69 12 69
SIR 146 77.85160424298573 68 13 69
SIR 147 78.00775804501842 68 12 70
SIR 148 78.26114375234472 68 11 71
SIR 149 78.47009704301321 68 10 72
SIR 150 79.42665156488778 67 11 72
SIR 151 79.86091656673003 66 12 72
SIR 152 80.55741065758531 65 13 72
SIR 153 81.09104413719375 65 12 73
SIR 154 82.73540593601483 64 13 73
SIR 155 83.23582314279108 64 12 74
SIR 156 84.24637807908309 63 13 74
SIR 157 84.3484619278891 63 12 75
SIR 158 84.45459394477137 63 11 76
SIR 159 84.51790650958574 63 10 77
SIR 160 85.12563782883922 62 11 77
SIR 161 85.82433970775539 62 10 78
SIR 162 86.44804778012855 62 9 79
SIR 163 86.57567555393084 62 8 80
SIR 164 86.77092027038965 62 7 81
SIR 165 89.39829826458015 62 6 82
SIR 166 90.19789471904942 61 7 82
SIR 167 91.2059687262135 61 6 83
SIR 168 91.32460187048095 61 5 84
SIR 169 91.61651366761369 60 6 84
SIR 170 93.08862955785288 59 7 84
SIR 171 94.13592427094355 58 8 84
SIR 172 95.10566779651293 58 7 85
SIR 173 95.66379763152321 58 6 86
SIR 174 99.20924250572156 58 5 87
SIR 175 99.33740819389408 57 6 87
SIR 176 102.81090642329892 56 7 87
SIR 177 104.40405182676768 56 6 88
SIR 178 105.51667117233275 56 5 89
SIR 179 105.95029142238899 55 6 89
SIR 180 106.1531236838177 54 7 89
SIR 181 107.97751949014868 53 8 89
SIR 182 109.0096672750686 52 9 89
SIR 183 109.7179492563591 52 8 90
SIR 184 109.80756743738782 51 9 90
SIR 185 110.99220306693918 51 8 91
SIR 186 111.3244149678505 51 7 92
SIR 187 111.73035666663385 51 6 93
