action step time popS popI popR
- 0 0.0 70 5 0
SIR 1 7.930536611579995E-4 69 6 0
SIR 2 1.9066886658566298 68 7 0
SIR 3 3.42627137850537 68 6 1
SIR 4 3.7417415353182113 68 5 2
SIR 5 4.837516622228537 68 4 3
SIR 6 4.88719983266063 68 3 4
SIR 7 5.843021011057755 67 4 4
SIR 8 7.055687322616119 67 3 5
SIR 9 9.792322454669149 66 4 5
SIR 10 9.98913091768292 66 3 6
SIR 11 11.964397551888629 66 2 7
SIR 12 15.492492752637146 66 1 8
SIR 13 19.859465853976737 65 2 8
SIR 14 24.281221757290314 64 3 8
SIR 15 24.49959539470991 63 4 8
SIR 16 24.898941792191568 63 3 9
SIR 17 25.505409602415316 63 2 10
SIR 18 28.34127680776477 62 3 10
SIR 19 28.73610132463961 62 2 11
SIR 20 29.27886413081432 62 1 12
SIR 21 32.19133659395512 62 0 13
