action step time popS popI popR
- 0 0.0 70 5 0
SIR 1 0.38409015612192726 69 6 0
SIR 2 0.5179839022777999 69 5 1
SIR 3 1.5644248636922684 69 4 2
SIR 4 1.6317834638057855 69 3 3
SIR 5 3.7981624713169975 68 4 3
SIR 6 4.579626353832092 68 3 4
SIR 7 5.719987972512693 67 4 4
SIR 8 7.582694516100406 66 5 4
SIR 9 8.166861280762634 65 6 4
SIR 10 8.98541859095588 65 5 5
SIR 11 9.466560634867902 64 6 5
SIR 12 9.832479397478865 64 5 6
SIR 13 10.492737116024978 64 4 7
SIR 14 11.63339628189986 64 3 8
SIR 15 11.65804797427039 63 4 8
SIR 16 13.508973910739606 63 3 9
SIR 17 14.335764980571586 62 4 9
SIR 18 14.751191222222813 61 5 9
SIR 19 16.64425942811327 61 4 10
SIR 20 21.352394382530335 61 3 11
SIR 21 23.059761245475837 60 4 11
SIR 22 23.14760533331661 59 5 11
SIR 23 23.588234999434587 59 4 12
SIR 24 25.43026809358959 59 3 13
SIR 25 27.649215602034342 59 2 14
SIR 26 30.07318413984794 59 1 15
SIR 27 40.30813986189443 59 0 16
